desarrollo,colonia,m2_interiores,m2_totales,m2_jardin,m2_terraza,estacionamientos,eje,precio_listado,precio_cerrado,descuento_pct,fecha_creacion,fecha_firma,anio_firma,mes_firma,dias_creacion_a_firma,precio_m2
Amara Grand,Altos Juriquilla,190.7,227.8,37.1,0,2,Horizontal,3687118.09,3687118.09,0,7/9/2018,6/7/2021,2021,6,1064,19334.651756685893
Amara Grand,Altos Juriquilla,179.5,206.8,27.3,0,2,Horizontal,3378297.21,3378297.21,0,7/9/2018,6/7/2021,2021,6,1064,18820.597270194987
Serena,Altos Juriquilla,121.5,152.6,31.1,0,2,Horizontal,2623916.15,2644416.15,0,4/17/2020,6/8/2021,2021,6,417,21764.74197530864
Loretta,Altos Juriquilla,146.7,214.7,0,68,2,Horizontal,2572153.79,2572153.79,0,11/13/2020,6/24/2021,2021,6,223,17533.427334696662
Loretta,Altos Juriquilla,148.6,194.6,0,46,2,Horizontal,2536160.19,2568260.19,0,11/13/2020,6/25/2021,2021,6,224,17283.043001345894
Loretta,Altos Juriquilla,138.8,219.2,80.4,0,2,Horizontal,3063084.02,3063084.02,0,11/13/2020,6/23/2021,2021,6,222,22068.328674351582
Serena,Altos Juriquilla,165.4,202.6,37.2,0,2,Horizontal,3286217.17,3202220.65,3,4/17/2020,6/21/2021,2021,6,430,19360.463422007255
Loretta,Altos Juriquilla,138.8,176.5,37.7,0,2,Horizontal,2779454.5,2779454.5,0,11/13/2020,6/29/2021,2021,6,228,20024.888328530258
Loretta,Altos Juriquilla,146.7,214.7,0,68,2,Horizontal,2582334.24,2582334.24,0,11/13/2020,6/29/2021,2021,6,228,17602.823721881392
Serena,Altos Juriquilla,215,281.1,66.1,0,2,Horizontal,4070911.02,4070911.02,0,4/17/2020,6/30/2021,2021,6,439,18934.469860465117
Serena,Altos Juriquilla,151.3,184.8,33.5,0,2,Horizontal,3353605.36,3286533.25,2,4/17/2020,7/3/2021,2021,7,442,21721.964639788497
Loretta,Altos Juriquilla,115.2,193,77.8,0,2,Horizontal,2701434.02,2701434.02,0,11/13/2020,7/4/2021,2021,7,233,23449.948090277776
Loretta,Altos Juriquilla,136.1,194.1,0,58,2,Horizontal,2508714.04,2496170.47,0.5,11/13/2020,7/4/2021,2021,7,233,18340.708817046292
Loretta,Altos Juriquilla,110.4,169.3,58.9,0,2,Horizontal,2474115.41,2445503.68,1.5,11/13/2020,7/11/2021,2021,7,240,22151.30144927536
Amara Grand,Altos Juriquilla,179.5,216.4,36.9,0,2,Horizontal,3456711.76,3456711.76,0,7/9/2018,7/17/2021,2021,7,1104,19257.44713091922
Loretta,Altos Juriquilla,148.6,194.6,0,46,2,Horizontal,2566230.63,2574730.63,0,11/13/2020,7/15/2021,2021,7,244,17326.585666218034
Loretta,Altos Juriquilla,115.2,176.9,61.7,0,2,Horizontal,2669918.08,2669918.08,0,11/13/2020,7/17/2021,2021,7,246,23176.372222222224
Serena,Altos Juriquilla,121.5,180.3,58.8,0,2,Horizontal,2756630.71,2756630.71,0,4/17/2020,7/16/2021,2021,7,455,22688.318600823044
